filename,width,height,class,xmin,ymin,xmax,ymax
221.jpg,640,480,missingPerson,269,222,294,248
337.jpg,640,480,missingPerson,161,207,209,250
2_45.jpg,640,480,missingPerson,23,298,80,328
27.jpg,640,480,missingPerson,532,295,599,342
141.jpg,640,480,missingPerson,3,298,70,329
10.jpg,640,480,missingPerson,72,97,151,160
111.jpg,640,480,fox,283,220,300,271
71.fox-red-3456545_960_720.jpg,662,720,fox,199,163,529,622
201.jpg,640,480,missingPerson,221,1,267,63
hanam17.jpg,640,480,fox,529,31,550,48
126.jpg,640,480,missingPerson,184,72,228,113
hanam77.jpg,640,480,missingPerson,420,23,447,68
327.jpg,640,480,missingPerson,3,49,74,98
hanam284.jpg,640,480,missingPerson,161,76,205,116
40.jpg,640,480,missingPerson,269,353,295,388
68.red-fox-national-geographic-wallpapers-mobile-On-Wallpaper-1080p-HD.jpg,2048,1547,fox,426,40,1602,1437
121.jpg,640,480,missingPerson,113,156,152,189
hanam144.jpg,640,480,missingPerson,208,85,243,126
125.jpg,640,480,missingPerson,168,89,209,127
19.180355-animals-fox-National_Geographic-748x561.jpg,748,561,fox,1,2,737,528
33.jpg,640,480,missingPerson,322,22,365,80
154.jpg,640,480,missingPerson,423,243,463,276
298.jpg,640,480,missingPerson,180,209,217,241
6.jpg,640,480,missingPerson,1,56,103,141
115.jpg,640,480,missingPerson,174,278,223,313
134.jpg,640,480,missingPerson,197,325,240,380
290.jpg,640,480,fox,374,383,401,433
hanam234.jpg,640,480,fox,367,369,411,387
289.jpg,640,480,missingPerson,302,361,326,404
114.jpg,640,480,fox,96,406,121,452
112.jpg,640,480,missingPerson,195,180,233,211
310.jpg,640,480,missingPerson,297,153,326,186
346.jpg,640,480,missingPerson,550,416,617,467
17.fox-stalking-alamy-dew6rp-age-fotostock.jpg,635,357,fox,263,27,500,351
177.jpg,640,480,missingPerson,457,267,530,316
186.jpg,640,480,missingPerson,58,303,130,359
hanam154.jpg,640,480,fox,139,350,190,375
223.jpg,640,480,missingPerson,339,31,379,82
184.jpg,640,480,missingPerson,55,390,126,449
139.jpg,640,480,missingPerson,431,46,463,95
116.jpg,640,480,missingPerson,38,242,95,266
hanam232.jpg,640,480,fox,426,364,460,397
hanam234.jpg,640,480,fox,557,370,582,402
296.jpg,640,480,missingPerson,125,387,168,435
303.jpg,640,480,fox,94,383,121,426
38.jpg,640,480,missingPerson,230,316,256,347
2_4.jpg,640,480,missingPerson,338,267,403,362
218.jpg,640,480,missingPerson,75,29,113,59
107.jpg,640,480,missingPerson,150,414,189,467
hanam84.jpg,640,480,fox,155,227,184,252
hanam12.jpg,640,480,missingPerson,318,83,341,118
325.jpg,640,480,missingPerson,1,32,44,72
hanam161.jpg,640,480,fox,167,361,218,384
hanam73.jpg,640,480,missingPerson,142,94,187,134
333.jpg,640,480,missingPerson,533,157,601,201
352.jpg,640,480,missingPerson,231,427,262,480
200.jpg,640,480,missingPerson,85,100,166,155
hanam75.jpg,640,480,missingPerson,272,93,300,131
228.jpg,640,480,missingPerson,232,317,262,349
114.jpg,640,480,missingPerson,222,143,262,183
22.jpg,640,480,missingPerson,436,217,473,255
214.jpg,640,480,missingPerson,482,260,537,300
hanam293.jpg,640,480,missingPerson,351,219,379,240
2_43.jpg,640,480,missingPerson,302,101,329,154
188.jpg,640,480,missingPerson,51,241,122,272
111.jpg,640,480,missingPerson,173,193,216,225
121.jpg,640,480,missingPerson,273,173,308,209
42.jpg,640,480,missingPerson,455,384,498,431
99.jpg,640,480,fox,432,417,454,471
54.1000x-1.jpg,1000,675,fox,53,222,760,597
336.jpg,640,480,missingPerson,398,93,433,141
28.jpg,640,480,missingPerson,209,170,250,201
21.P1200972lo_zpsct6se42h.jpg,800,600,fox,99,159,721,517
hanam72.jpg,640,480,missingPerson,78,91,133,134
hanam93.jpg,640,480,fox,563,351,588,380
125.jpg,640,480,missingPerson,339,88,371,136
hanam91.jpg,640,480,fox,446,356,469,389
184.jpg,640,480,fox,331,150,354,210
313.jpg,640,480,missingPerson,177,81,214,118
hanam155.jpg,640,480,fox,150,225,182,255
219.jpg,640,480,missingPerson,237,185,268,214
123.jpg,640,480,fox,215,268,240,319
hanam295.jpg,640,480,fox,158,215,189,242
144.jpg,640,480,missingPerson,317,26,346,83
103.jpg,640,480,missingPerson,83,430,123,471
hanam17.jpg,640,480,missingPerson,358,156,381,189
302.jpg,640,480,missingPerson,161,280,204,321
345.jpg,640,480,missingPerson,564,399,640,454
hanam152.jpg,640,480,fox,164,214,209,243
294.jpg,640,480,missingPerson,156,406,197,464
309.jpg,640,480,fox,463,44,491,101
138.jpg,640,480,missingPerson,1,58,54,99
69.fox_gl.jpg,788,600,fox,8,20,635,599
308.jpg,640,480,fox,445,61,471,119
hanam81.jpg,640,480,missingPerson,351,154,376,190
hanam288.jpg,640,480,missingPerson,322,186,341,223
36.jpg,640,480,missingPerson,189,282,224,313
114.jpg,640,480,missingPerson,22,265,82,300
210.jpg,640,480,fox,612,1,638,40
348.jpg,640,480,missingPerson,26,442,97,480
47.108.jpg,640,445,fox,64,249,219,354
295.jpg,640,480,missingPerson,4,365,65,407
300.jpg,640,480,missingPerson,131,309,180,348
53.fox-cubs-wtml-richard-becker.jpg,635,357,fox,137,113,477,355
309.jpg,640,480,missingPerson,353,1,383,45
332.jpg,640,480,missingPerson,43,328,102,369
hanam288.jpg,640,480,missingPerson,437,44,475,88
107.jpg,640,480,missingPerson,206,287,238,322
215.jpg,640,480,missingPerson,503,277,558,321
179.jpg,640,480,fox,342,339,361,401
61.Red-Fox.jpg,960,615,fox,20,96,905,529
185.jpg,640,480,fox,333,112,349,172
hanam291.jpg,640,480,missingPerson,365,101,390,141
135.jpg,640,480,fox,440,131,460,187
28.jpg,640,480,missingPerson,473,423,530,480
124.jpg,640,480,missingPerson,328,111,355,155
hanam221.jpg,640,480,missingPerson,1,193,71,225
117.jpg,640,480,fox,382,118,411,173
hanam83.jpg,640,480,fox,166,174,199,201
173.jpg,640,480,missingPerson,464,424,520,480
286.jpg,640,480,fox,432,436,456,480
14.jpg,640,480,missingPerson,188,192,228,235
297.jpg,640,480,fox,275,283,297,327
219.jpg,640,480,missingPerson,87,39,125,76
159.jpg,640,480,missingPerson,63,434,128,480
229.jpg,640,480,missingPerson,409,353,444,394
35.stream_img.jpg,680,382,fox,193,3,526,310
339.jpg,640,480,missingPerson,448,152,498,188
126.jpg,640,480,missingPerson,357,69,394,124
351.jpg,640,480,missingPerson,253,408,286,472
hanam291.jpg,640,480,missingPerson,4,182,71,213
126.jpg,640,480,fox,259,218,285,269
76.Vulpes_vulpes_laying_in_snow.jpg,500,331,fox,30,1,500,271
324.jpg,640,480,missingPerson,555,1,639,63
14.jpg,640,480,missingPerson,275,51,309,114
304.jpg,640,480,fox,370,137,401,195
16.ANI004-00001-1920x1248.jpg,1920,1248,fox,1,179,1146,1154
55.maxresdefault.jpg,1280,720,fox,220,11,1248,670
298.jpg,640,480,fox,54,436,78,476
28.jpg,640,480,missingPerson,50,151,112,186
298.jpg,640,480,missingPerson,118,337,167,377
hanam151.jpg,640,480,fox,177,161,217,183
297.jpg,640,480,missingPerson,109,378,154,414
hanam219.jpg,640,480,missingPerson,423,73,452,113
120.jpg,640,480,missingPerson,256,192,289,228
324.jpg,640,480,missingPerson,220,368,259,428
312.jpg,640,480,missingPerson,159,98,202,135
346.jpg,640,480,missingPerson,63,406,132,465
131.jpg,640,480,missingPerson,98,345,156,397
119.jpg,640,480,missingPerson,243,213,275,247
78.red-fox-national-geographic-wallpapers-for-android-On-Wallpaper-1080p-HD.jpg,1920,1080,fox,870,52,1409,1005
109.jpg,640,480,fox,278,285,295,339
41.jpg,640,480,missingPerson,447,377,489,426
hanam80.jpg,640,480,missingPerson,416,178,452,210
101.jpg,640,480,fox,401,395,424,445
hanam83.jpg,640,480,missingPerson,348,276,375,304
127.jpg,640,480,missingPerson,376,41,407,105
124.jpg,640,480,fox,503,1,533,30
30.jpg,640,480,missingPerson,87,181,129,210
48.0_Urban-Fox-Numbers-Continue-To-Rise.jpg,615,407,fox,67,13,615,356
159.jpg,640,480,missingPerson,340,347,372,377
332.jpg,640,480,missingPerson,82,125,140,169
286.jpg,640,480,missingPerson,346,403,373,449
180.jpg,640,480,missingPerson,1,4,68,66
298.jpg,640,480,missingPerson,1,301,48,339
hanam18.jpg,640,480,missingPerson,358,219,389,243
215.jpg,640,480,missingPerson,16,93,73,133
220.jpg,640,480,missingPerson,249,204,282,229
hanam148.jpg,640,480,fox,205,26,240,44
324.jpg,640,480,missingPerson,388,3,417,66
145.jpg,640,480,missingPerson,97,153,152,193
104.jpg,640,480,missingPerson,66,413,108,468
118.jpg,640,480,fox,403,96,430,151
hanam222.jpg,640,480,missingPerson,433,257,469,283
122.jpg,640,480,missingPerson,293,153,327,190
325.jpg,640,480,missingPerson,582,23,640,74
331.jpg,640,480,missingPerson,506,122,555,160
313.jpg,640,480,missingPerson,1,436,56,479
46.Animals%20National%20Geographic%20Baby%20Wolf%20Wide%20Resolution%20wallpaper%20%202.jpg,2560,1440,fox,277,161,2390,1340
323.jpg,640,480,missingPerson,198,347,245,402
113.jpg,640,480,fox,318,195,342,250
223.jpg,640,480,missingPerson,302,255,328,281
hanam225.jpg,640,480,fox,157,224,186,252
151.jpg,640,480,missingPerson,197,248,247,290
37.brittany-crossman.jpg,0,0,fox,498,121,765,349
307.jpg,640,480,fox,154,326,173,375
345.jpg,640,480,missingPerson,368,303,405,334
26.jpg,640,480,missingPerson,24,123,79,155
hanam224.jpg,640,480,missingPerson,415,389,449,431
192.jpg,640,480,missingPerson,32,66,112,118
332.jpg,640,480,missingPerson,326,24,351,83
70.pic%5CR%5CE%5CRed%20fox%20in%20winter.jpg,433,539,fox,46,65,418,510
24.jpg,640,480,missingPerson,399,348,440,407
121.jpg,640,480,missingPerson,339,1,369,50
148.jpg,640,480,missingPerson,584,193,640,225
hanam162.jpg,640,480,fox,443,362,469,393
2_11.jpg,640,480,missingPerson,370,90,415,140
4.jpg,640,480,missingPerson,1,91,123,167
42.jpg,640,480,missingPerson,309,377,337,412
150.jpg,640,480,missingPerson,149,434,194,480
29.jpg,640,480,missingPerson,260,1,292,32
203.jpg,640,480,missingPerson,271,32,305,94
113.jpg,640,480,missingPerson,148,304,197,342
299.jpg,640,480,missingPerson,1,280,46,312
hanam21.jpg,640,480,fox,394,221,427,244
123.jpg,640,480,missingPerson,137,127,179,160
203.jpg,640,480,missingPerson,169,169,238,218
330.jpg,640,480,missingPerson,12,300,77,330
171.jpg,640,480,missingPerson,37,338,106,384
50.6904712695_751bb39e16_b.jpg,1024,683,fox,155,106,949,664
317.jpg,640,480,missingPerson,47,375,116,427
168.jpg,640,480,missingPerson,116,386,163,440
329.jpg,640,480,fox,547,242,573,301
150.jpg,640,480,missingPerson,183,230,232,272
121.jpg,640,480,fox,454,36,483,92
110.jpg,640,480,missingPerson,123,345,168,391
141.jpg,640,480,missingPerson,258,1,290,42
326.jpg,640,480,missingPerson,421,33,455,79
138.jpg,640,480,missingPerson,410,29,446,84
hanam220.jpg,640,480,missingPerson,290,303,318,339
329.jpg,640,480,missingPerson,1,284,62,313
57.5239e912-f1ea-4436-8b8f-ff79c06e7d49-large16x9_Redfox.jpg,985,554,fox,60,65,765,478
110.jpg,640,480,fox,282,249,300,298
119.jpg,640,480,missingPerson,86,190,134,222
124.jpg,640,480,fox,229,250,254,302
308.jpg,640,480,fox,166,310,190,358
316.jpg,640,480,fox,294,183,308,234
348.jpg,640,480,missingPerson,316,354,342,397
113.jpg,640,480,missingPerson,209,161,248,199
162.jpg,640,480,missingPerson,285,393,318,447
38.tas-medium-wildlife-red-fox-660x396.jpg,660,396,fox,98,61,370,288
hanam162.jpg,640,480,fox,235,363,285,391
hanam286.jpg,640,480,missingPerson,285,85,312,130
217.jpg,640,480,missingPerson,47,123,106,162
301.jpg,640,480,fox,322,194,345,248
36.maxresdefault.jpg,1280,720,fox,412,490,521,594
147.jpg,640,480,missingPerson,102,384,153,432
26.jpg,640,480,missingPerson,176,140,216,176
219.jpg,640,480,missingPerson,574,350,640,405
hanam291.jpg,640,480,fox,211,10,238,29
106.jpg,640,480,missingPerson,224,297,255,333
152.jpg,640,480,missingPerson,195,285,241,333
hanam84.jpg,640,480,missingPerson,348,342,377,376
172.jpg,640,480,missingPerson,570,269,640,313
55.foxblep.jpg,604,463,fox,57,17,514,461
67.RedFox.jpg,640,480,fox,75,78,504,479
118.jpg,640,480,missingPerson,226,227,264,265
166.jpg,640,480,missingPerson,152,432,193,480
40.jpg,640,480,missingPerson,429,360,470,410
hanam148.jpg,640,480,missingPerson,306,186,325,223
334.jpg,640,480,missingPerson,73,360,129,400
113.jpg,640,480,fox,84,417,111,461
179.jpg,640,480,missingPerson,253,168,291,202
346.jpg,640,480,missingPerson,354,319,386,360
335.jpg,640,480,missingPerson,376,80,410,127
334.jpg,640,480,missingPerson,363,58,391,117
111.jpg,640,480,missingPerson,1,302,49,331
289.jpg,640,480,fox,389,398,412,447
116.jpg,640,480,missingPerson,191,259,226,296
hanam293.jpg,640,480,fox,186,101,212,125
27.jpg,640,480,missingPerson,455,403,507,469
hanam10.jpg,640,480,missingPerson,601,7,637,45
103.jpg,640,480,missingPerson,280,340,300,379
5.59739-istock-867491216.jpg,1100,618,fox,409,45,1100,546
hanam220.jpg,640,480,missingPerson,360,54,383,98
116.jpg,640,480,fox,368,135,393,193
11.jpg,640,480,missingPerson,103,126,172,181
hanam17.jpg,640,480,missingPerson,469,206,509,229
hanam150.jpg,640,480,missingPerson,352,38,381,88
218.jpg,640,480,missingPerson,556,335,628,387
hanam21.jpg,640,480,fox,578,390,622,407
305.jpg,640,480,fox,122,357,144,404
111.jpg,640,480,missingPerson,123,322,168,366
41.jpg,640,480,missingPerson,288,373,316,409
hanam302.jpg,640,480,fox,431,371,457,403
hanam221.jpg,640,480,fox,175,154,225,174
133.jpg,640,480,fox,392,109,414,168
2_6.jpg,640,480,missingPerson,237,185,282,238
304.jpg,640,480,missingPerson,36,231,100,254
221.jpg,640,480,missingPerson,104,192,154,220
hanam150.jpg,640,480,missingPerson,13,133,79,173
317.jpg,640,480,missingPerson,239,6,275,60
30.jpg,640,480,missingPerson,272,1,309,45
296.jpg,640,480,missingPerson,1,356,50,391
hanam153.jpg,640,480,fox,169,105,198,127
329.jpg,640,480,missingPerson,31,79,103,126
hanam78.jpg,640,480,missingPerson,302,248,324,283
322.jpg,640,480,missingPerson,188,329,236,370
140.jpg,640,480,fox,529,213,554,272
314.jpg,640,480,missingPerson,361,67,399,114
2_41.jpg,640,480,missingPerson,249,68,279,120
3.89669.ngsversion.1467254309183.adapt.1900.1.jpg,1900,1424,fox,237,317,1543,1001
4.fox-photo.jpg,0,0,fox,291,64,571,450
117.jpg,640,480,missingPerson,209,240,241,281
215.jpg,640,480,missingPerson,422,385,463,446
302.jpg,640,480,missingPerson,19,252,82,280
292.jpg,640,480,missingPerson,256,320,282,356
22.818urVN5WvL.jpg,1799,1661,fox,246,287,1757,1661
2_40.jpg,640,480,missingPerson,219,57,258,113
305.jpg,640,480,fox,390,119,418,173
305.jpg,640,480,missingPerson,283,70,309,120
136.jpg,640,480,missingPerson,375,1,407,53
187.jpg,640,480,missingPerson,52,272,123,316
295.jpg,640,480,missingPerson,209,276,245,312
326.jpg,640,480,missingPerson,1,34,57,82
101.jpg,640,480,missingPerson,311,360,339,407
130.jpg,640,480,missingPerson,244,1,276,48
1.subject-redfox.jpg,1920,960,fox,392,98,1705,960
hanam153.jpg,640,480,fox,149,279,200,302
290.jpg,640,480,missingPerson,286,346,312,389
hanam288.jpg,640,480,fox,237,19,267,37
347.jpg,640,480,missingPerson,40,425,115,480
32.jpg,640,480,missingPerson,280,230,309,262
217.jpg,640,480,missingPerson,457,433,509,480
hanam150.jpg,640,480,missingPerson,294,301,323,341
322.jpg,640,480,fox,433,114,456,170
139.jpg,640,480,missingPerson,1,67,66,111
33.jpg,640,480,missingPerson,297,248,326,274
hanam290.jpg,640,480,missingPerson,427,129,458,162
9.jpg,640,480,missingPerson,42,77,127,139
222.jpg,640,480,missingPerson,313,11,366,69
30.jpg,640,480,missingPerson,245,200,283,230
hanam301.jpg,640,480,fox,149,353,201,374
45.243529_main.jpg,2500,2308,fox,336,490,2473,2204
32.jpg,640,480,missingPerson,300,6,350,65
175.jpg,640,480,missingPerson,467,348,527,407
2_27.jpg,640,480,missingPerson,281,65,310,120
hanam292.jpg,640,480,missingPerson,358,150,389,182
32.jpg,640,480,missingPerson,112,211,158,240
